IDX,Acct_Mgr_Quality,Acct_Team_Ability,Acct_Team_Breadth,Acct_Team_Contribution,Acct_Team_Engagement,Acct_Team_Info,Acct_Team_Leadership,Acct_Team_Plan,Acct_Team_Problem_Solver,Acct_Team_Sales_Support,Acct_Team_Satisfaction,Communications,Competitor_Comparison,Continue,Credit_Score,Ease,Joint_Service_Delivery,Loyalty,Mktg_Proj,Online_Tools/Applications_Satisfaction,Online_Tools_Colloboration,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Help,Online_Tools_Sufficient,Online_Tools_Timeliness,Operation_Support_Quality,Partnership_Committed,Product_Quality,Profit,Relationship,Sales_Expectation,Sales_Training,Satisfaction,Service_Account_Team_Satisfaction,Service_Sales_Support,Service_Support,Solutions_Support,Support_Importance,Support_Mgr_Quality,Support_Quality,Svc_Proj,Team_Comparison,Value,Will_Recommend,Prediction
1435,4.0102696474,3.8962461051,3.5451358711,3.8008813279,3.6484022556,3.8979172998,3.5255082933,3.7242043701,3.9410956864,3.8390817908,3.8342732004,3,3,4,1,4,3.6799701715,1,3.8660191329,3.5714688859,3.5511845439,3.9174599897,3.6223203477,3.5051187259,3.431314487,3.5451358711,3.5451358711,4,4,4,4,3.5331829719,3.7469204587,4,4,3.7817410775,3.73252284,3.735733047,4,3.9874613046,4,4,3.6299006182,3,4,107.480709329
1436,4.3612714067,4.2714539237,3.6868184113,4.0610833746,4,4.2682572011,4,4.1705948543,4.2827240285,4.1588167399,4,4,4.0726044522,4,1,4,3.8297822685,1,4,4,4,4,3.9326296406,4,4,3.6868184113,3.6868184113,4,4,4,4,3,4,4,3.8795420057,3.9631967637,3.8508350728,3.9207187163,5,4.2973005903,4,4,4.0632450521,4,4,107.480709329
1437,4,4,3.6597537236,4,3.9277230143,4,3,4,4,4,4.1294683698,4,4.0950641981,5,1,5,3.6685468463,1,4,3,3,4,3.9476668725,3,3,3.6597537236,3.6597537236,4,5,4,5,4,4.0465687069,4,3.7955759126,3.8269982728,3.7242779356,3.7947988418,4,4,4,4,4.0841977692,4,4,107.480709329
1438,4.0545056688,4.0237280786,3.8096402218,3.7411863817,3.7295941349,4.1393769413,3.8465989362,4.040723012,4.016419619,3.8609271343,3.7542811833,4.0275444862,3.495435277,3.4699086468,1,3.8048364105,3.7701898608,6,3.7569913523,4.1952668764,4.0819133486,3.9934679834,4.2149817802,3.5353898815,4.0294467416,3.8096402218,3.8096402218,3.2988735999,3.9351651104,3.6576078303,3.8013965204,3.471918561,3.8142721605,3.8947942894,3.7059857839,3.9343595948,3.747659392,3.8665464816,3.0537978925,4.0731678992,3.8893149607,3.648215514,3.2591687202,3.507035937,3.4655813181,107.480709329
1439,4,3,3.8260047873,4.006497285,4.3890460552,4,4.0243635188,4,4,4,4.5574130433,4,4.1194414113,5,1,5,4,1,4.3441895406,4.5429256368,4.4891353834,4.4817824755,4.5856455344,4.0111314957,4.1319401996,3.8260047873,3.8260047873,4,5,5,5,4,4.4983026982,5,4,3.9136730629,4,4,4,4,5,4.3402807898,4.065993759,5,5,112.75263919
1440,3.992158069,3.8800337304,3.7040309026,3.7294364767,3.5448937973,3.9234633376,3.5711469288,3.7302247298,3.917105026,3.7886890664,3.7583240288,3.7752266633,3.5217036166,4.059325339,1,3.5337461134,3.6644847696,6,3.819379774,3.6423796192,3.5887257774,3.9874796704,3.6741442058,3.4731710539,3.4973780698,3.7040309026,3.7040309026,3.8488801091,4.067515769,3.7096659111,3.7345039252,3.6773352759,3.6644964502,3.8455089661,3.7663535464,3.8039677379,3.7236224006,3.7441397657,3.8558936035,4.0095747587,3.8374928245,3.7313980288,3.6013952794,3.5473021781,4.0046069955,112.75263919
1441,3.7968827598,3.7602861665,3.682292229,3.4447932415,3.2384903712,3.8834838601,3.676740429,3.7174000867,3.7499743262,3.5692460907,3.4123238917,4,3.2172811661,3.4282592416,1,3,3.5672901288,6,3,3.9597296174,3.8258925828,3.9369847569,3.9795358277,3.3533746858,3.7585953033,3.682292229,3.682292229,3,3,3,3,3.4428678451,3.4018854761,4,4,3.7705036807,3.5793594066,3,3,3.8570134338,4,3,3.0603917517,5,4,110.823339587
1442,3.9041389924,3.8520869248,3.4946289827,3.6073211711,3.4150386978,3.8715301992,3.662158576,3.6906001929,3.8544694598,3.7050780305,3.6869198289,4,3.3137684331,4,1,4,3.5824380345,1,3.7692307692,3.8872899131,3.8207620642,4.0330432179,3.9383570325,3.5074702831,3.6278767326,3.4946289827,3.4946289827,4,4,4,4,3,3.6032944359,3,3.6690663685,3.7589256811,3.6305574533,3.708857266,4,3.9375058181,4,4,3.461061906,3,4,110.823339587
1443,4.136711277,4.0666876385,3.4876570968,3.8467673828,3.4398689255,4.09092468,3.6727360528,3.9714037401,4.0687899613,3.9343693121,3.5942121948,4,3,4,1,4,4,3,3,3.7118511848,3.6826748895,3.8126579803,3.767527165,3.4145261607,3.6527145963,3.4876570968,3.4876570968,3,4,4,4,3,3.5791881525,4,4,3.9581105217,4,4,3,4.0386152989,4,4,3.4952899567,3,3,112.75263919
1444,4,4,3.5635103745,3.7002776798,3.6389139705,4,3.7976444288,4,4,4,3.9086269044,4,3,4,1,4,3.6444289505,1,3.9348117715,4.1126883507,4.0442269914,4.2065315694,4.1699225747,3.6997292633,3.7825363192,3.5635103745,3.5635103745,4,4,4,4,3.5857726041,3.824114408,4,3.7526136006,3.821122938,3.69752304,3.7843005413,5,5,4,3.8753034312,3,4,4,107.134204355
1445,3.857588391,3.7740111553,3.3884317033,3.6823985629,3.7598217589,3.8101174273,3.4208431205,3.7133470906,3.8129885925,3.7258862752,3.7449548683,4,3,3,1,4,3.5579270372,2,3.6660021559,3.6124214878,3.57515376,3.6428728359,3.6587466691,3.3617635006,3.4918125379,3.3884317033,3.3884317033,4,4,4,4,3,3.7721293725,4,3.5524672518,3.6286161814,3.5536051846,3.5867794529,4,3.8139365204,4,3.5697757032,3.2193886403,2,3,107.480709329
1446,5.1855616396,5.1223374483,4.2286750389,4.9228097138,4.7533690109,5.0464959334,5,4.9533303874,5.1235410461,5.0140890956,4.9437382499,5,5,5,1,5,4.6756158204,1,4.9565760826,5,5,5,4.833950066,5,5,4.2286750389,4.2286750389,5,5,5,5,4,4.8920318442,5,4.738036936,4.792600269,4.6966103997,4.768773438,5,5.0847401249,5,4.9030164454,4.9042182981,4,5,112.75263919
1447,4,4,3.9160758944,4,4,4,3.6043791076,4,4,4,4,4,5,4,3,4,3.9078901526,1,4,3.4653011559,3.4956846983,3.9232577959,3.4736555363,3.419475031,3.5311257353,3.9160758944,3.9160758944,4,4,4,4,4,4,4,4.012369479,4.022776637,3.9631088508,3.9620845876,4,5,4,4.0473245072,5,4,4,105.914146341
1448,4,4,3.6687505021,3.7490146626,3,4,3.3780822032,4,4,4,4,4,3.4338629048,4,5,3,3.6857016448,1,3.7984373113,3.1544847763,3.1405179744,3.9198015031,3.193763803,3.3741770501,3.1026446814,3.6687505021,3.6687505021,4,4,4,3,3,3,4,3.8617801536,3.798570241,3.788715414,3.7283468345,4,3.9665576667,4,3,3.7605206843,4,4,107.134204355
1449,3.8357254814,3.7647778825,3.902165303,3.5442608708,3.4088671511,3.9149311278,3.6926178683,3.7278141997,3.7856781747,3.6271357059,3.5274590886,3.797417345,3.2149558087,3.5471246432,1,3.4138026679,3.6831658504,6,3.6125661652,3.9094795227,3.7669393825,4.0164974319,3.9211799661,3.4662952825,3.7468090695,3.902165303,3.902165303,3.2529210558,3.9552297673,3.5275788912,3.4362546703,3.5690785446,3.5154182655,3.6315149014,3.6822108029,3.8509592699,3.7032100957,3.7655806288,3.1372151748,3.9111682232,3.69218156,3.4843019233,3.0485889151,3.418976541,3.4834499932,112.75263919
1450,4,3,3.5763298691,3,3.6632690918,3,3.2628425092,3,3,3,3.8264815779,4,3.2543017128,4,5,4,3.1796171982,1,4,3.5719786192,3.4767464623,3.9323036487,3.5917106409,3.4163333293,3.2369559604,3.5763298691,3.5763298691,4,4,4,4,3,3.7128132442,4,3.3860201558,3.3111678418,3.2786603502,3.2797406812,4,4,4,3,3.2022558892,3,4,107.134204355
1451,3.849702958,3.7773548761,3.7001546006,3.6206206102,3.6924400107,3.8423469704,3.6422541076,3.6625555385,3.8095880946,3.6844531396,3.8382903185,3.8471231646,3.3254097608,4.0019979908,3,3.6916856422,3.5860278163,6,3.8005065366,3.9238230568,3.8311207298,4.065501187,3.957475281,3.5883626987,3.6647593522,3.7001546006,3.7001546006,3.8242023769,4.0711526432,3.7441272244,3.7790302114,3.5425738337,3.788353193,3.8842426455,3.6698300012,3.7296060258,3.6313292285,3.6813958584,3.8201421075,3.9278164008,3.8974787429,3.7206834934,3.3227875519,3.5506701468,3.9482940065,111.729075
1452,5,5,3.8973981124,4,3.4360238732,5,3.9351255853,4,5,5,3.781072626,4,4,4,2,3,4.3308418344,3,4,3.5935136173,3.6182622325,4.1473805497,3.6494140608,3.6352702759,3.6907771047,3.8973981124,3.8973981124,4,5,3,3,5,3.651225682,4,4.3689145264,4.4607205618,4.3723854908,4.3707407819,3,4,4,4.021058972,5,3,4,114
1453,3.9123601975,3.8355873939,4.151055479,3.7024576191,3.7805275564,4.0115111349,3.8449133379,3.8260043866,3.8806821916,3.7494316928,3.7953603415,3.9506174488,3.189912296,3.7090302608,5,3.6504185261,3.8556631341,6,3.7872671144,4.1196920096,3.9572426327,4.2017808779,4.1298307912,3.7336493195,3.9350666521,4.151055479,4.151055479,3.4252083593,4.1360092652,3.7293762806,3.6276804365,3.6578968392,3.8160784301,4,3.8439345887,3.9848643305,3.8683854729,3.905085233,3.3042419778,4.0185321197,3.8685281829,3.6515974779,2.9954973515,3.5836037668,3.6218154668,110.053877551
1454,5,5,3.8854436717,4,5,5,4.381368742,3,5,5,5,4,3,5,1,2,4.3684849346,1,4.4558177596,4.5670080044,4.5329458726,4.6428339696,4.6604731093,4.2617485969,4.3049197441,3.8854436717,3.8854436717,5,5,4,5,3,3,5,4.4065330857,4.5058075112,4.3903064386,4.4652527013,5,5,4,3,4,3,5,110.971514196
1455,5,5,4.2833064792,4.9406270401,5,5,4.5757458116,5,5,5,5,5,4.5205138329,5,2,5,5,1,5,4.6506562919,4.6824669881,4.8193905211,4.7236445232,4.488596086,4.519624039,4.2833064792,4.2833064792,5,5,5,5,5,5,5,5,4.8135949957,5,5,5,5,5,5,4.8564542241,5,5,114.904259259
1456,4,4,3.5876433833,3.7962118833,3.0685410748,4,3.2479764919,4,4,4,3.5096689018,2,5,5,4,2,4,1,4,2.8383663508,2.8728278238,3.78926307,2.8706475484,3.1547632473,2.8866021932,3.5876433833,3.5876433833,3,5,2,2,3,3.2611540292,4,3,3.784350032,4,4,5,5,2,3.6916979868,5,4,5,107.134204355
1457,4.681287026,4.5709567297,3.9624043439,4.4457697225,4.398867018,4.5467111946,4.008845481,4.4488242326,4.6033744106,4.5085167296,4.4899854635,4.3385040405,4.2956770568,4.5229748283,1,4.3426204807,4.1738789,6,4.433170723,4.0951815149,4.1145844225,4.2686580196,4.1394323467,3.9161166355,4.0124280264,3.9624043439,3.9624043439,4.4703592046,4.447082884,4.2861056563,4.6104972672,3.9854020168,4.4526995874,5,4.23775846,4.2655551543,4.1986877455,4.2314454001,4.365889994,4.5976840975,4.4421183517,4.3700247747,4.3970108418,4.0464676413,4.5211350966,112.75263919
1458,4,4,4.1231694846,4,3.6639214489,5,4.1924425387,2,4,5,3.9260329427,5,3.9115505504,4.1047336049,1,4,4.1827356267,6,4,4.3150669481,4.2304715027,4.4318306759,4.3463035105,3.8350782476,4.1822994498,4.1231694846,4.1231694846,4,4,3,4,4.0569948149,3.8714862949,4,4.1929737773,4.3849143519,4.2060974637,4.3028742388,5,5,4,4.0239024582,3.9129454108,3,5,112.75263919
1459,4.0710106597,4.0111206756,3.764702928,3.7502488922,3.9233839716,4.1194967587,3.6527869529,4.0619924057,4.0145332559,3.8728190068,3.8612742617,3.9911863246,3.9036183569,3.394513935,1,3.8293696956,3.60872183,6,3.7365848051,4.0094305859,3.9261819391,3.7878554374,4.0072013463,3.3430164463,3.9005774829,3.764702928,3.764702928,3.240214729,3.8662240275,3.6686782389,3.8963308294,3.4791816925,3.938210969,3.9220362563,3.5605186219,3.7600597449,3.5856263148,3.7023649232,2.9452061692,4.0717222241,3.8676761267,3.6549398893,3.4688621645,3.4638311459,3.4025706223,112.75263919
1460,4,3,3.1961252156,3.2350555788,3,4,3,3,4,3,4,3,2,4,3,3,3,1,3,3,3,3,3.4461772796,3,3,3.1961252156,3.1961252156,4,2,3,3,3,4,4,4,3.2803051965,3,3,4,3,3,4,2,3,3,111.729075
1461,4.6480123633,4.5985876812,4.3098848803,4.2983997917,4.336279204,4.6726871744,4.3119502209,4.5647626921,4.5913462442,4.431845833,4.4375359821,4.6083526686,4.4589971278,4.2935366719,1,5,4.1861534418,6,4.3917616636,5,4,4,4.670697721,4,4,4.3098848803,4.3098848803,5,4.5931436258,4.3301873123,5,4.1962240968,4.4410400727,5,4.2063712538,4.3742546513,4.1978526115,4.3200437152,5,4.6795361018,4,4.3245374985,4.1820929592,4.1505815079,4,112.75263919
1462,5,5,4.0007362547,4.4600250603,4.2232210284,5,4,4,5,4,4.5421904301,5,4,5,1,5,4.2728642009,1,4.6089278703,4,5,5,4.4949324363,5,4,4.0007362547,4.0007362547,5,4,5,5,4,4.4211502977,5,4.4071845914,4.4318899556,4.3347732443,4.4009668152,5,4,5,5,5,4,5,112.75263919
1463,3.7016820761,3.5876618461,3.9092079573,3.4068208282,3.2747078084,3.7501497016,3.4637162214,3.527929327,3.6298408755,3.4731769988,3.4237948047,3.6174866708,3.3063966045,3.5606247306,1,3.1536350027,3.508019315,6,3.4974360423,3.5938673734,3.453839431,3.8995979275,3.587301278,3.2801335245,3.4653243668,3.9092079573,3.9092079573,3.1942572307,3.9215607515,3.4399484011,3.2444591247,3.6454539985,3.366285553,3.4661202719,3.5651399545,3.6779985422,3.5589820024,3.5872824442,3.1411436157,3.801806898,3.5436900712,3.3761598138,3.0708432588,3.3302345236,3.4688714154,112.75263919
1464,5,4.9861766133,4.1395053871,4.7762588313,4.5001907525,5,4.5346120918,5,5,5,4.6601939571,5,4.234328935,5,1,4,4.6386897442,1,4.7405981603,4.6534330038,4.6636229093,4.6762238281,4.7291999791,4.3484963117,4.5258865251,4.1395053871,4.1395053871,5,4,4,5,4.1350621738,4.6406065371,5,5,4.7499981528,4.6372859517,4.7110170206,5,5,5,4.6550786334,4.5435893301,5,5,112.75263919
1465,4.4048435841,4.3448022432,3.7065101399,4.1298910134,3.8482852408,4.3029759904,4.0204020461,4.1402509492,4.347844648,4.2170126369,4.1429605056,4,3.715690611,5,1,4,4.0274870112,1,4.2469783531,4.1567590952,4.1429188279,4.3540287318,4.2290392341,3.9021841396,3.931110897,3.7065101399,3.7065101399,4,5,3,5,3,4.0443816956,5,4.1228995082,4.1762736576,4.0747089687,4.1377716186,4.4897211589,4.3713405829,4,4.1780264953,4.0570289493,4,5,112.75263919
1466,2,2,3.365945011,2.2622327421,4,2,2,2,2,2,5,4,5,5,1,3,1.9054869473,1,3.3767904864,4,2,5,3.8064700136,4,2,3.365945011,3.365945011,5,4,4,4,4,4,4,2.4798140196,2.2961281959,2.164584184,2.3106935521,5,2,4,2,3.352542153,4,5,112.75263919
1467,3.9248869205,3.8366411298,3.9114707645,3.6588221697,3.3808606222,3.9850252485,3.693666433,3.8044405021,3.8662765599,3.7205627577,3.4721785527,3.7452982129,3.0956566073,3.4754304065,5,3.3612306153,3.8300977539,6,3.6183229386,3.7787823522,3.6539864836,3.9528400932,3.7985070902,3.4658982348,3.7059423113,3.9114707645,3.9114707645,3.1890291476,3.8978150424,3.4738759284,3.4140750341,3.5246752798,3.4716831184,3.6072773615,3.791885453,3.9642532782,3.8362379108,3.8698366377,3.0314815759,3.9435379237,3.6339489544,3.4638752488,3.0385560334,3.3821389003,3.4085365198,111.182040816
1468,3.9666625862,3.7836150095,4.0034530217,3.6285956437,3.1007537456,3.9213617122,3.3933205364,3.6733111789,3.8391298174,3.6802850357,3.3439222034,3.5406671579,3.6435584987,3.6914191267,5,2.931339835,3.6931251835,6,3.57090632,3.1785910622,3.0956960911,3.8276061759,3.1665234852,3.1531020236,3.2398234921,4.0034530217,4.0034530217,3.2610980033,3.9705308848,3.4308052461,3.1999665888,3.9187493935,3.2187370029,3.4385928243,3.777349422,3.8508027586,3.766436637,3.7393968543,3.2250423884,3.9751042028,3.4844392703,3.4320870116,3.5281561756,3.3708734373,3.5905197841,111.182040816
1469,3.9271753856,3.8121696056,4.0987780696,3.7097916374,3.9838147448,3.9780599067,3,3.8342397499,3.8718504582,3.7570509737,3.9088395858,4,3.6574279926,3.6421867357,5,4,3.6664858687,6,3.7613449944,3,3,4,3.8573933074,4,4,4.0987780696,4.0987780696,3.3718800298,5,4,4,4,3.9412915904,4,3.6801838214,3.7801419238,3.682506288,3.711336587,3.2046011274,4.0123642154,4,3.6566040343,3.2482212994,3,3.5660143533,111.182040816
1470,4,4,3.6257370335,4,4,4,3.9172250372,4,5,4,4,4,3.4150437218,5,1,4,4,1,4.0446297707,4.1791829457,4.1229779284,4.2786362728,4.2455927931,3.811406799,3.8826627578,3.6257370335,3.6257370335,5,5,4,4,3,4,4,4,3.9843174985,4,4,4,4,4,4,3.6629951926,3,5,110.971514196
1471,5,4.324580714,3.5246735784,4,3.7926886181,4.2682567286,3.6364243997,4.1590177721,4.3431232595,4.2304696165,3.9951676131,3,4.0554575705,4,1,4,3.87858657,1,4,3.5621373208,3.615198968,3.8628460084,3.6131971873,3.4531745037,3.5509885608,3.5246735784,3.5246735784,4,4,4,4,3.7081323125,3.9133448683,4,4,3.9884082077,3.9130258051,3.9438888311,4,5,4,4.0046809219,4.2780640873,4,4,99.048
1472,3.9531641976,3.8824084552,3.6208950955,3.7675094438,3.7469207129,3.9004292881,3.7220614962,3.7173550506,3.9180694907,3.8109942391,3.9284804976,4,3,4,2,4,3.7302800896,1,3.9311613981,3.93729946,3.8748537412,4.1388173692,3.9979091849,3.7369095303,3.674063256,3.6208950955,3.6208950955,4,4,4,4,4,3.86130529,4,3.8207157577,3.8459321944,3.7767204427,3.8063313616,4,3.9910986145,4,4,3.4203093072,4,4,102.654321429
1473,3.5304331876,3.4383066686,3.2050903877,3.1871746834,2.9400872606,3.4810020305,3,3.2894034028,3.449688972,3.2897337096,3.2202770091,3.3580153915,4,4,1,3.0371628708,3.1174467888,3,3.3136685455,3,3.1979699599,3,3.2830974786,3,3,3.2050903877,3.2050903877,3,3.5990331825,3.2203238466,3.2278583941,3,3.1137052998,3,3.227395361,3.3074049358,3.1809923658,3.244602434,2,3.5617614314,3.3760345223,3.239803002,3.2290600446,3.0821540628,4,107.134204355
1474,3.7117642733,3.6424851908,3.3344424407,3.4466178872,3.3662756639,3.6454519817,3.4383179771,3.4503529053,3.6608342689,3.526337755,3.6455424006,3,3.2312639466,4,1,4,4,1,3.6692472993,3.6687511767,3.612773715,3.8996951852,3.7188727805,3.3776525663,3.3797582648,3.3344424407,3.3344424407,4,3,3,4,3,3.5353599339,4,4,3.5228569686,3,3,4,3.7674352817,3,3,3.3938543961,5,4,107.480709329
1475,4.0900955988,4.0002056124,3.6817390342,3.9042925437,3.9504705035,4.0111806241,4,3.857386632,4.0424086458,3.9461927261,4.0735237016,4,3.4839213496,4,1,4,3.7734719567,1,4,4,4,4,3.9505347635,4,4,3.6817390342,3.6817390342,4,4,4,4,4,4.0216774509,4,3.8601785551,3.8733759664,3.8139799397,3.8378126985,4,4.0988994628,4,4,3.6426786638,4,4,107.480709329
1476,3,3.9165357791,3.9758799329,4,3.4737288797,3.9490249075,4.2289670365,3.6163105724,3.9263817166,3.7576420573,3,3,2,5,3,4,3.9141944313,1,5,4.5804867843,4.4278444267,4.933086373,4.659038141,4.2731327857,4.0360081555,3.9758799329,3.9758799329,5,5,4,5,5,3.7911936386,5,4,4.1412418603,4.0312449496,4.092836255,5,5,5,5,3,4,5,112.276359223
1477,4,3,3.421135305,3,4,3,3,3,3,3,3,4,3,4,3,3,3,1,3.567357012,4,3,3,3.5028121995,3,3,3.421135305,3.421135305,4,4,4,3,4,4,4,3,3.1231121797,3,3,4,4,4,4,4,4,4,105.914146341
1478,3.8830803033,3.7780396686,3.9182209218,3.6024155259,3.8818113339,3.92439742,3.4862184733,3.8060366944,3.8179172008,3.6864069768,3.8308064797,3.8463704221,3.8658398126,3.5126409648,1,3.6037222194,3.47587123,6,3.6640050381,3.7967467157,3.6875923816,3.8062639563,3.7743033763,3.2982366049,3.6781052394,3.9182209218,3.9182209218,3.2589851155,3.9398001989,3.6533082895,3.6972129228,3.614058007,3.8612322749,3.7805845127,3.4985145237,3.6202595456,3.4916580008,3.5568569427,3.0670265611,3.9566163111,3.769787711,3.5830694732,3.3560484482,3.4405831419,3.4656761217,107.134204355
1479,3.6637730929,3.5789175227,3.377934483,3.3853293835,3.1766069953,3.5867295279,3.4094563208,3.3454044865,3.6027913226,3.4582519655,3.5433383467,2,3,4,2,4,3.3462503977,1,3.7142857143,3.5624309131,3.4987573901,3.9539441109,3.6113332565,3.3608283007,3.2716502014,3.377934483,3.377934483,4,4,4,4,4,3.3839374972,4,3.5232137714,3.527003654,3.4400537342,3.4788164237,4,3.7399195379,4,3.5744919977,3.3957110402,3,4,107.134204355
1480,3.4144681839,3.2789556147,3.2632330414,3.1759967378,4,3.3391862134,2.9783084332,3.1259963997,3.3345234167,3.214871972,4,4,3,3,3,2,3.1070033456,2,3.2816448686,3.0202725995,2.9592787094,3.4627634817,3.042550337,2.9372630394,2.8858840072,3.2632330414,3.2632330414,4,4,3,2,3,3,3,3.233441269,3.2358143156,3.1795209122,3.1737989807,3.3726520737,3.4553170032,3.2819911276,3.1926228371,3.0494751962,2,3,111.729075
1481,4.6102960532,4.4973909901,4.1516302263,4.4443328432,4.8099469756,4.4861566594,4.0634769633,4.3717065442,4.5550849846,4.4825783809,4.8426166937,5,4.4342111908,5,4,5,4.1031069142,1,4,4.331727577,4.3239575407,4.4870428987,4.3649987568,4.1438158138,4.1209362712,4.1516302263,4.1516302263,5,5,5,5,4,4.8016530251,5,4.2346332101,4.1863261696,4.1516880844,4.173893719,5,4.6272642947,5,4.5667853408,4.4090462432,4,4,107.134204355
1482,3.992158069,3.8800337304,3.7040309026,3.7294364767,3.5448937973,3.9234633376,3.5711469288,3.7302247298,3.917105026,3.7886890664,3.7583240288,3.7752266633,3.5217036166,4.059325339,2,3.5337461134,3.6644847696,6,3.819379774,3.6423796192,3.5887257774,3.9874796704,3.6741442058,3.4731710539,3.4973780698,3.7040309026,3.7040309026,3.8488801091,4.067515769,3.7096659111,3.7345039252,3.6773352759,3.6644964502,3.8455089661,3.7663535464,3.8039677379,3.7236224006,3.7441397657,3.8558936035,4.0095747587,3.8374928245,3.7313980288,3.6013952794,3.5473021781,4.0046069955,107.134204355
1483,4,3.6113047605,3.3726460767,3.3535419618,3.1525944891,3.6054025394,3.417310026,3.3592297243,3.6210868446,3.4566166782,3.5861471434,4,3.4622686642,4,1,3,3.2578548544,1,3.6712704637,3.6173610143,3.5574399342,4.0023063848,3.6576827041,3.3198222184,3.2876664072,3.3726460767,3.3726460767,4,4,4,4,4,3.3972536108,4,3.4760501827,3.4788255735,3.3690583652,3.4350056845,4,3,4,4,3.6026148063,3,4,112.75263919
1484,4,4,3.8181038809,4,4,4,3.9813839369,4,4,4,4,4,4.0415882399,5,1,4,4,1,4,4.2775928344,4.232087642,4.5311829085,4.3262798237,3.91924415,3.9075728611,3.8181038809,3.8181038809,5,5,4,5,4,5,5,4,3.9816061937,4,4,5,4,4,4.2857142857,4.1839177587,4,5,110.971514196
1485,4,3.0932426897,3.4647294216,3,3.0531316423,3.2778544562,3,3.0932427494,3.1298365039,2.979254985,3.0916945167,3,2.8081793303,2.9829231577,4,3,2.9912198319,6,3,4,3,3,3.3912941647,3,3,3.4647294216,3.4647294216,2.6605433711,3,3,3,3.0629144025,3.0973978214,2,3.0130423771,3.1588226782,3.0181303486,3.0800397713,3,4,3,2,2.424493542,3,2.9027052074,101.342996845
1486,5,3.8602576192,3.8358812632,3,3.5094802991,3.8623714193,4,3.5648945014,3.8921162876,3.7350999217,3,4,5,5,3,4,3.5806946493,1,4.060616296,4,4,4,3.9551195398,4,4,3.8358812632,3.8358812632,5,4,3,4,5,3.7529278192,4,3,3.7996500409,3.7249303904,3.7566556421,5,4,4,4,4,3,5,121.53
1487,4.7929393126,4.6863498232,3.8560475267,4.5903846425,3.8232820253,4.6707401687,4.1336585767,4.5565619363,4.7108765465,4.6169296877,3.9566443648,5,3.342515315,3,3,5,5,2,3,3.8490890746,3.8786858352,4.1523016625,3.9415518509,3.9352730115,3.9660053687,3.8560475267,3.8560475267,5,5,5,5,3,3.9458977302,4,3,4.6763714602,5,5,3.8417311578,4.5530260562,5,4.0983755099,3.956594511,3.8030170556,3,110.823339587
1488,3.9341365978,3.8524633853,3.6079196178,3.5974533354,3.6377059214,3.8657348144,3.5624541978,3.6813038869,3.8642044388,3.7105912375,3.9216429439,3.9130516993,3.9611526487,4.2519541883,1,3.7054407636,3.3934969082,6,3.8679849491,3.8546822649,3.7994393834,4.0641811079,3.8743845293,3.4328407682,3.5645098585,3.6079196178,3.6079196178,4.0629160148,4.1754366405,3.8538545163,3.8994456973,3.7874611808,3.7986228931,4,3.5728682998,3.5998842228,3.4783408847,3.563233475,4.1359397348,4.0212873368,4.0010694511,3.8434785353,3.8535313754,3.6499719858,4.2253266408,107.480709329
1489,4.1036137474,3.9958827957,3.9112438901,3.8716834559,3.821599964,4.1337245021,3.6306194027,4.0398708395,4.0371855248,3.9251560336,3.7208128409,3.8249401599,3.4720752211,3.3412159572,1,3.6080303413,3.8673166322,6,3.7113814957,3.7292415531,3.6469879334,3.7589501543,3.7371125305,3.4071943106,3.75719734,3.9112438901,3.9112438901,3.1385582226,3.827775103,3.5608415312,3.7075371979,3.4545157756,3.7960685625,3.7872270992,3.7792924086,3.949350363,3.8380264883,3.8684475627,2.8370241507,4.0544972061,3.7114900832,3.5692137954,3.2536934684,3.3956582912,3.3024163319,107.480709329
1490,3.8906839334,3.793193928,3.8920027548,3.6007321194,3.8790393823,3.9345579257,3.5014433963,3.821986993,3.8272552478,3.6924042906,3.8333656624,3.8645342383,3.8809013826,3.5048886402,3,3.6294196843,3.4690075245,6,3.6669502357,3.8316074536,3.7237202974,3.8078321472,3.810800399,3.2976043707,3.7031323395,3.8920027548,3.8920027548,3.2616254554,3.9336326287,3.6560115086,3.7170803262,3.6005150365,3.8666154906,3.7944938304,3.4884885121,3.6191444483,3.482311786,3.5573826474,3.063885058,3.9620978849,3.7832414868,3.589190451,3.3695300969,3.4432112105,3.4650692017,111.729075
1491,5.1496782877,5.0630855063,4.1775966354,4.8639294105,4.6284671962,4.9800151851,4.4755170434,4.8739195321,5.0689645988,4.9556636154,4.8586407492,5,4.7189960917,5,1,5,4.5777650832,1,4.8903270739,4.546886195,4.5936148526,4.7305882612,4.6128277601,4.3344039463,4.4169059702,4.1775966354,4.1775966354,5,5,5,5,5,4.7755484393,5,4.6712883997,4.7018654303,4.6151023217,4.6747765328,5,5.0412458567,5,4.8431233273,4.9985840696,5,5,112.75263919
1492,4,4,3.5091513455,4,4,4,4,4,4,4,4,4,3.6490519819,4,1,4,3.6362119285,1,3.9990686044,4,4,4,4.1060611462,4,4,3.5091513455,3.5091513455,4,4,4,4,3,4,4,3.7171155157,3.77069615,3.6659081259,3.7484187871,4,4,4,3.9537548964,3.720814769,4,4,112.75263919
