IDX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
678,27.11,38.87,46.03,28.67,37.8,50.42,24.88,44.77,38.72,30.07,34.89,55.98,25.85,35.21,44.83
679,28.29,43.49,46.68,29.71,42.73,50.36,24.46,49.8,36.48,27.84,43,45.86,26.72,34.71,47.28
680,25.05,38.17,41.5,26.43,35.94,45.86,21.46,38.71,33.36,9,10.65,16.61,25.93,37.68,43.77
681,24.15,37.8,39.58,24.04,14.22,64.7,25.1,31.03,45.4,26.51,48.87,40.89,6.1,10.49,9.65
682,12.54,21.42,19.88,11.48,19.65,18.2,10.46,14.64,17.93,10.78,15.61,18.23,30.21,51.68,47.86
683,27.62,36.73,48.4,28.53,23.39,63.35,32.58,42.56,57.52,29.88,46.11,49.25,11.31,12.98,21.15
684,23.85,37.7,38.95,24.67,15.23,64.61,10.56,7.99,24.51,24.73,11.45,78.16,8.77,10.96,15.79
685,30.5,35.54,56.66,31.55,37.67,57.98,23.28,13.88,62.33,23.25,31.12,40.62,33.72,46.84,58
686,23.45,12.46,67.58,24.99,43.1,39.48,29.81,33.54,56.31,26.39,39.55,44,27.21,37.93,46.74
687,23.99,27.39,45,25.08,27.45,47.98,32.5,47.27,54.83,34.82,48.94,59.6,20.18,25.05,36.44
688,26.11,20.51,59.33,26.55,31.67,48.81,23.97,27.48,44.88,33.57,39.47,62.13,30.6,16.42,87.61
689,28.7,49.33,45.39,31.35,44.06,53.66,25.01,49.16,37.73,30.1,38.08,53.9,18.16,33.63,27.97
690,30.89,25.7,68.01,27.49,62.74,39.54,28.99,47.91,46.53,25.71,14.2,72.25,31.04,31.31,61.82
691,22.87,41.71,35.41,23.83,43.15,36.98,27.55,31.98,51.27,29.08,28.11,59.17,29.78,40.24,51.82
692,24.55,35.42,41.57,26.49,28.81,50.84,26.59,46.64,41.74,30.95,43.21,53.11,6.91,12.21,10.81
693,24.71,41.64,39.37,27.35,28.6,53.52,25.35,44.85,39.69,28.51,39.95,48.86,28.6,39.13,49.5
694,28.72,34,52.97,29.05,45.01,47.81,25.18,25.81,49.75,20.86,11.17,59.8,27.91,34.18,50.7
695,24.76,34.78,42.39,26.16,31.07,48.17,27.37,34.46,49.1,23.94,33.09,41.26,33.58,41.34,60.87
696,23.82,39.74,38.11,25.75,23.32,54.2,25.83,16.45,66.38,27.42,29.62,52.79,26,38.18,43.71
697,28.44,33,52.95,27.81,41.43,46.47,21.57,37.86,33.85,25.76,18.89,60.89,26.7,39.48,44.76
698,26.32,38.19,44.46,27.41,40.07,46.15,23.51,53.98,33.75,23.15,32.26,39.75,30.45,34.67,57.2
699,27.67,13.84,82.97,29.71,49.57,47.52,27,19.03,65.29,23.22,27.81,42.6,32.62,43.89,56.86
700,22.72,24.22,44.04,22.14,33.44,36.79,28.9,34.21,53.32,35.43,42.47,64.98,31.17,41.31,54.68
701,21.31,44.31,31.56,25.08,26.54,48.78,25.83,30.75,47.53,26.29,31.48,48.24,29.93,57.3,45.55
702,20.93,27.95,36.6,22.52,26.84,41.41,26.59,37.87,45.26,28.31,46.2,45.66,25.73,38.19,43.07
703,25.46,31.31,46.16,26.19,33.74,46.52,24.44,25.44,47.92,28.68,31.68,54.64,26.1,44.53,41.41
704,10.07,16.02,16.4,8.98,5.08,24.83,10.07,15.66,16.54,32.42,19.84,85.39,32.62,36.53,61.75
705,22.46,10.98,68.4,26.72,33.37,48.11,23.04,27.46,42.37,24.77,17.86,59.11,26.64,28.96,51.14
706,20.21,26.14,35.82,21.09,26.73,37.74,25.99,15.8,68.77,25.65,37.11,43.38,32.26,47.36,54.25
707,28.48,16.18,78.59,31.65,37.47,58.38,25.1,32.09,44.72,33.83,41.9,61.15,27.64,30.64,52.56
708,25.21,35.07,43.33,26.23,19.63,61.27,26.69,39.82,44.58,24.23,39.46,39.11,27.56,29.54,53.27
709,26.39,31.96,48.19,26.54,40.98,43.73,27.64,37.09,48.23,22.71,27.64,41.36,27.15,38.23,46.42
710,24.69,28.6,45.99,26.25,30.88,48.58,29.57,35.35,54.31,27.92,38.02,48.42,29.01,40.88,49.6
711,28.88,16.19,80.42,31.94,38.1,58.72,30.27,47.67,49.49,25.35,31.05,46.03,26.01,44.67,41.16
712,25.39,23.61,52.71,25.92,26.63,51.13,31.28,32.34,61.54,24.8,13.76,69.48,27.59,37.52,47.88
713,25.82,32.58,46.29,26.05,35.41,45.22,20.1,37.1,31,27.92,41.8,46.57,28.42,60.81,41.69
714,11.8,10.79,24.71,10.64,15.93,17.75,25.61,59.11,36.71,30.71,37.47,55.89,27.48,35.86,48.54
715,25.16,33.9,43.84,26.17,19.82,60.72,26,31.78,47.27,27.38,36.14,48.11,28.04,25.95,58.33
716,12.64,15.23,23.12,12.21,16.32,21.35,28.92,18.93,73.11,25.06,27.52,47.89,12.98,20.86,21.06
717,24.2,30.58,43.35,23.28,13.91,62.24,25.73,26.55,50.68,26.07,30.24,48.55,19.64,42.36,28.75
718,12.41,14.13,23.3,11.47,9.25,25.68,31.83,44.49,54.61,3.37,2.49,7.92,20.79,30.07,35.15
719,27.1,34.55,48.34,27.89,36.66,49.12,26.16,42.44,42.29,29.04,40.52,49.84,13.33,17.73,23.35
720,20.31,10.96,57.94,23.26,20.71,49.4,27.4,18.23,68.56,29.12,46.6,47.32,27.19,34.52,48.62
721,23.37,43.75,35.85,27.14,34.48,48.51,25.51,30.76,46.67,28.06,17.55,72.92,23.1,53.32,33.12
722,4.31,6.55,7.14,4.26,5.44,7.6,26.74,15.69,72.31,29.61,32.14,56.89,30.02,42.86,51.05
723,24.67,44.67,38.29,27.73,36.26,48.94,23.14,29.79,41.11,27.08,31.85,50.11,32.32,47.45,54.34
724,25.31,32.68,44.91,26.09,34.9,45.58,28.42,36.11,50.79,9.65,4.51,30.27,26.96,36.33,46.96
725,24.62,35.45,41.72,25.88,33.73,45.73,24.94,26.91,48.06,26.91,41.67,44.3,28.84,42.44,48.43
726,24.93,34.65,42.86,25.35,38.98,41.84,22.16,16.98,51.06,22.94,36.08,37.54,26.91,39.17,45.39
727,24.99,33.38,43.7,25.1,35.71,42.74,20.5,9.38,65.29,24.88,40.72,40.07,21.25,46.76,30.91
728,10.83,24.87,15.54,10.81,22.98,15.89,28.11,35.34,50.46,28.2,41.82,47.21,22.09,9.78,71.99
729,18.12,9.44,52.92,20.87,25.44,37.98,25.3,46.46,39.08,23.14,24.51,44.99,32.65,43.22,57.3
730,20.81,23.21,39.47,21.32,21.98,42.01,26.51,31.51,48.82,25.8,33.1,45.91,23.98,32.46,41.69
731,25.01,30.66,45.4,25.89,33.21,46.08,25.65,15.32,68.6,27.75,53.98,42.01,28.18,39.78,48.15
732,18.04,33.47,27.76,19.67,33.59,31.19,26.93,27.84,52.97,11.25,13.68,20.5,25.69,32.2,46.18
733,12.68,13.76,24.35,11.36,8.72,26.15,29.09,40.98,49.74,24.76,29.65,45.43,24.97,38.38,41.22
734,28.55,33.64,52.77,25.28,56.23,36.65,27.04,19.59,64.37,30.52,16.55,86.78,21.23,31.37,35.6
735,25.38,32.47,45.22,25.6,34.99,44.34,29.15,39.92,50.44,23.43,37.76,37.97,28.08,27.58,56.65
736,22.95,31.8,39.52,24.38,28.76,45.06,28.54,21.45,66.5,31.35,45.28,53.04,18.05,23.38,31.97
737,23.53,13.29,65.17,26.25,34.41,46.26,28.23,28.35,56.34,28.47,37.07,50.33,25.72,38.54,42.88
738,25.23,12.94,74.45,29.92,25.66,64.8,30.23,53.38,47.35,34,42.88,60.96,33.07,45.65,57.04
739,25.61,32.55,45.77,25.8,35.15,44.72,26.16,30.87,48.33,30.15,25.37,65.97,23.74,50.18,34.97
740,22.69,39.47,35.73,24.42,38.67,39.83,26.71,38.39,45.3,30.38,22.51,71.38,24.48,38.39,40.09
741,20.67,27.31,36.33,21.64,29.51,37.52,32.54,24.54,75.68,31.16,54.76,48.89,27.67,60.26,40.38
742,23.28,29.59,41.59,20.94,9.37,67.72,10.68,14.76,18.4,31.48,37.18,58.14,33.86,35.54,66.11
743,24.65,35.48,41.78,25.26,15.79,65.66,9.76,19.15,14.72,24.43,37.75,40.25,24.74,52.44,36.42
744,25.27,35.65,43.19,25.53,37.01,43.15,24.97,31.28,44.91,27.87,46.76,44.48,27.42,35.44,48.65
745,20.22,29.68,33.99,19.81,38.35,30.04,23.6,30.08,42.12,28.52,40.13,48.79,9.55,12.71,16.74
746,24.46,35.82,41.15,24.29,41.75,38.43,26.74,33.12,48.33,28.54,23.15,63.71,23.34,26.06,44.23
747,31.01,37.75,56.47,28.81,59.39,42.78,25.54,23.36,53.47,22.44,37.55,35.84,29.22,39.56,50.79
748,24.41,12.26,73.03,28.62,31.42,54.69,30.35,57.76,46.3,10.15,6.42,26.17,26.63,37.62,45.48
749,23.51,31.43,41.09,24.02,35.97,40.06,21.48,25.56,39.52,26.18,27.97,50.68,21.67,10.1,68.19
750,25.7,49.33,39.1,29.18,24.29,64.23,23.98,29.57,43.43,28.6,37.83,50.23,10.24,16.77,16.5
751,20.84,31.24,34.74,22.2,30.15,38.55,26.11,33.01,46.77,30.39,45.57,50.66,21.71,33.73,35.69
752,26.77,38.21,45.53,24.51,54.97,35.45,27.58,19.13,67.33,24.85,32.91,43.61,28.66,39.55,49.43
753,21.57,9.26,71.77,26.33,26.68,52.32,23.54,52.98,34,32.12,51.41,52.18,24.37,48.34,36.66
754,5.75,4.67,12.85,5.21,6.56,9.35,26.44,17.45,66.48,27.8,23.67,60.44,26.14,37.98,44.12
755,27.48,32.85,50.46,28.16,39.62,48.18,30.05,49.76,48.19,32.23,38.22,59.4,30.21,49.91,48.49
756,23.43,43.31,36.11,26.3,29.5,49.76,10.89,7.92,25.87,25.16,26.96,48.64,26.52,32.23,48.35
757,23.2,43.38,35.61,23.78,12.59,68.67,23.63,29.07,42.83,31.44,43.08,54.4,28.49,50.93,44.42
758,29.25,43.77,48.8,27.99,52.32,42.97,25.42,32.52,45.29,23.22,49.08,34.21,11.44,14.4,20.53
759,12.81,18.27,21.8,12,16.22,20.89,27.16,33.75,49.02,29.69,34.8,55.02,33.02,49.28,55.13
760,26.03,29.85,48.73,25.88,39.91,42.65,11.58,16.89,19.52,30.9,20.55,77.38,27.36,21.96,61.45
761,29.09,50.29,45.92,32.1,39.5,58.19,26.65,36.29,46.21,25.85,18.78,61.44,28.74,36.67,51.26
762,24.84,25.8,48.75,24.98,35.03,42.79,9.17,16.54,14.25,23.61,28.82,42.94,23.95,47.67,35.98
763,26.66,26.17,53.82,27.16,34.62,48.47,24.05,12.87,68.98,30.12,33.71,57.03,17.72,22.41,31.74
764,23.67,43.19,36.64,26.37,18.7,63.56,30.12,39.84,52.9,32.18,57.64,50.14,8.71,9.64,16.58
765,20.81,32.29,34.21,22.16,17.42,50.34,26.62,27.53,52.36,27.24,22.63,60.04,27.57,35.4,49.03
766,23.42,27.73,43.2,25,24.68,50.32,32.41,43.98,56.28,30.52,35.96,56.44,6.27,6.99,11.9
767,23.54,23.85,46.78,23.26,32.53,39.89,24.32,29.07,44.66,30.23,42.81,51.57,27.24,32.93,49.76
768,23.37,16.59,56.3,25.13,31.19,45.37,11.31,13.96,20.46,29.53,40.12,51.27,24.94,30.5,45.34
769,18.49,33.09,28.82,21.38,20.66,43.52,26.02,28.11,50.11,31.89,15.99,95.49,27.59,55.62,41.27
770,30.42,44.72,51.12,31.97,37.59,59.15,28.9,40.28,49.64,28.16,38.56,48.73,28.26,38.07,49.24
771,23.08,21.3,48.08,23.11,34.36,38.65,27.78,35.41,49.58,26.08,24.85,53.46,33.13,39.11,61.19
772,25.78,22.08,55.89,26.6,31.34,49.17,26.74,27.92,52.35,28.29,19.66,69.01,32.18,42.44,56.58
773,25.55,12.59,77.42,25.45,11.46,81.96,29.65,17.75,79.2,33.97,36.95,65.21,25.76,44.71,40.59
774,22.28,11.69,64.76,25.36,33.08,44.8,25.41,29.91,47,27.15,59.92,39.45,28.41,50.23,44.47
775,23.48,27.98,43.17,24.3,19.75,54.22,31.49,35.75,59.23,27.08,28.15,53.14,22.94,27.83,41.84
776,22.65,30.72,39.35,23.06,31.47,39.95,28.29,17,75.34,27.81,39.46,47.4,28.09,61.49,40.91
777,25.69,31.37,46.74,26.46,35.86,45.99,26.98,36.14,47.12,23.36,41.4,36.55,25.47,42.89,40.6
778,24.77,34.01,42.81,25.64,36.64,43.59,26.25,23.68,55.34,34.96,33.09,71.91,31.3,47.64,51.87
779,26.02,12.57,79.87,30.27,43.45,51.35,23.53,43.63,36.22,27.37,39.33,46.41,18.06,24.8,31.2
780,24.85,31.02,44.75,25.96,18.7,62.02,26.55,36.72,45.75,33.68,45.99,58.34,31.19,44.28,53.17
781,24.95,35.46,42.51,26.85,36.2,46.75,23.55,43.17,36.4,33.62,40.01,61.87,29.76,35.5,54.71
782,9.55,13.62,16.25,9.44,8.51,19.91,21.85,37.87,34.45,30.28,30.46,60.38,30.6,36.44,56.31
783,26.42,31.85,48.34,25.87,15.73,68.43,27.45,36.39,48.16,25.9,31.05,47.49,27.77,35.41,49.55
784,26.06,33.02,46.63,27.07,35.39,47.77,22.99,46.6,34.32,32.67,55.99,51.74,24.97,49.15,37.65
785,20.47,41.86,30.49,23.06,30.46,40.52,28.04,18.04,71.62,32.25,21.93,79.66,13.61,18.66,23.53
786,27.64,35,49.47,28.49,37.43,50.19,28.11,31.51,53.19,30.74,27.16,65.53,16.33,37.22,23.5
787,26.64,33.03,48.13,27.79,27.82,55.57,10.3,17.48,16.37,29.89,42.87,50.72,30.82,22.56,72.93
788,26.93,29.82,51.26,27.94,21.53,64.2,10.39,12.21,19.24,27.65,21.32,63.51,21.07,29.72,36.01
789,21.9,11.65,63.08,25.56,22.62,54.46,24.61,29.3,45.29,22.67,10.34,72.39,27.53,40.9,46.06
790,26.56,35.14,46.64,25.54,47.14,39.37,23.64,36.74,38.85,26.33,43.01,42.45,27.91,26.91,56.87
791,29.87,42.2,51.02,30.64,41.2,53.43,26.56,34.28,47.13,22.93,29.18,40.95,27.05,22.2,60.02
792,25.41,33.02,44.96,25.5,16.28,65.42,30.44,43.98,51.5,27.82,48.14,43.91,27.95,33.35,51.38
793,22.49,27.05,41.19,22.69,33.72,37.96,28.43,37.52,49.98,29.62,28.22,60.72,22.83,32.79,38.74
794,23.13,42.23,35.81,25.22,35.79,42.99,27.96,28.23,55.64,32.85,55.27,52.36,29.92,33.09,56.96
795,27.14,35.46,47.92,28.19,33.35,52.02,23.83,43.43,36.9,25.77,28.17,49.35,22.64,28.92,40.35
796,23.26,12.89,65.22,24.66,43.03,38.78,27.15,32.79,49.62,23.42,33.67,39.71,26.32,39.18,44
797,22.27,14.04,57.58,24.05,35.17,40.51,27.29,15.43,75.56,25.18,32.19,44.87,26.86,18,66.94
798,29.59,36.15,53.81,26.8,59.07,38.96,10.7,14.82,18.43,29,35.68,52.58,26.28,47.06,40.97
799,21.45,10.77,64.2,24.83,29.78,45.52,24.07,31.76,42.31,29.44,24.51,64.81,30.26,35.62,55.96
800,21.77,19.82,45.69,21.98,25.11,41.23,24.76,34.27,42.65,34.48,24.79,82.45,26.88,35.38,47.31
801,24.42,40.89,39.01,26.08,39.43,43.33,25.43,31.89,45.72,29.07,44.34,48.13,27.92,23.56,61.01
802,24.59,33.84,42.45,26.83,28.01,52.52,24.72,42.04,39.25,28.04,45.06,45.49,29.43,48.02,47.46
803,7.31,3.32,23.39,8.25,13.07,13.46,21.49,27.69,38.18,28.94,41.02,49.35,25.94,43.77,41.3
804,26.23,32.29,47.53,26.44,37.06,45.3,31.08,39.11,55.77,30.03,13.57,96.47,25.58,44.73,40.2
805,23.37,42.11,36.34,24.52,44.95,37.9,25.62,16.16,66.25,22.77,13.86,60.15,11.48,11.76,22.69
806,29.17,47.53,47.08,27.93,13.34,86.37,10.1,12.38,18.34,28.37,37.06,50.09,19.17,8.61,61.82
807,24.24,38.98,39.32,26.38,38.68,44.37,28.23,28.58,56.1,30.39,36.16,55.92,13.81,7.82,38.23
808,21.25,30.15,36.22,22.64,30.75,39.32,10.67,15.48,18.02,29.29,27.19,60.83,27.67,33.25,50.68
809,25.97,21.23,57.74,27.19,37.2,47.06,27.99,21.2,64.94,27.71,37.07,48.42,33.51,42.57,59.89
810,10.49,4.87,33.08,9.57,17.23,14.88,28.43,41.79,47.77,32.17,41.38,57.17,26.14,42.24,42.32
811,24.34,34.24,41.65,25.92,32.41,46.64,21.37,27.47,38,26.63,12.92,81.52,28.67,32.74,53.79
812,20.14,25.18,36.24,20.16,32.97,32.48,25.8,43.69,41.04,30.16,44.82,50.46,26.2,41.96,42.56
813,22.13,34.53,36.31,21.89,11.32,64.19,28.03,28.35,55.76,30.24,15.93,87.63,28.32,20.53,67.38
814,23.64,40.42,37.48,24.77,35.9,41.86,24.34,45.85,37.26,26.21,48.82,40.29,29.47,27.24,61.36
815,23.8,53.07,34.48,28.66,34.66,52.36,22.14,16.21,52.37,10.34,16.65,16.77,29.95,33.91,56.41
816,30.08,43.36,50.96,31.87,37.82,58.74,24.88,33.03,43.61,27.76,41.02,46.55,33.6,31.45,69.48
817,13.01,12.06,27.04,11.85,17.67,19.79,26.19,31.02,48.3,23.6,19.08,52.79,13.83,14.12,27.38
818,22.95,41.51,35.65,24.88,35.69,42.23,28.83,38.78,50.27,32.62,36.96,61.41,25.89,43.39,41.34
819,24.21,35.82,40.57,25.6,36.29,43.66,22.27,29.28,39.21,33.93,35.06,66.77,27.45,33.82,49.72
820,18.72,32.13,29.62,20.06,30.8,33.13,23.98,28.99,43.83,29.69,34.48,55.25,26.77,38.44,45.42
821,25.49,32.76,45.31,24.55,13.25,70.04,27.05,33.2,49.09,28.64,21.25,67.22,24.96,32.67,44.02
822,23.43,14.3,61.85,25.91,31.12,47.49,23.04,24.47,44.72,34.86,24.93,83.59,16.43,17.99,31.42
823,24.63,12.67,72.48,29.13,33.18,54.71,29.4,36.87,52.86,29.26,39.32,51.04,23.97,30.91,42.55
824,10.74,11.62,20.65,9.52,11.92,17.12,23.7,28.87,43.16,32.19,49.05,53.32,30.31,40.84,52.81
825,24.45,36.39,40.87,25.87,34.67,45.18,18.91,41.73,27.48,29.03,40.69,49.75,9.92,12.34,17.9
826,30.44,34.68,57.16,29.03,15.72,82.65,26.04,32,47.23,28.64,32.31,54.02,23.88,23.98,47.65
827,30.44,34.74,57.13,30.35,49.66,48.9,7.9,10.4,13.9,35.01,28.84,77.51,26.55,39.79,44.27
828,20.28,25.6,36.34,21.18,26.95,37.83,26.9,24.42,56.54,29.02,38.64,50.81,33.34,34.76,65.31
829,22.99,28.9,41.29,23.9,28.9,43.68,23.96,28.47,44.14,8.52,4.46,24.82,14.54,17.39,26.7
830,20.09,27.31,34.87,20.32,32.97,32.84,33.13,38.37,61.73,27.3,35.47,48.3,28.23,50.5,44.02
831,24.78,29.85,45.35,25.3,37.45,42.39,25.38,13.79,72.07,27.07,15.48,74.41,26.8,20.26,62.25
832,25.54,34.98,44.2,26.51,33.36,47.56,24.82,27.57,47.18,28.98,40.93,49.5,27.76,34.1,50.35
833,24.48,42.92,38.43,25.13,46.16,38.81,24.93,34.94,42.71,32.34,36.19,61.25,17.14,24.38,29.2
834,25.86,31.24,47.27,23.75,51.52,34.71,31.82,23.36,75.18,30.66,42.27,52.91,24.02,36.01,40.04
835,19.23,31.76,30.88,20.04,11.75,54.25,32.84,41.52,58.81,31.76,23.61,74.48,25.6,44.64,40.27
836,20.23,31.97,33.03,21.1,29.94,35.96,25.89,13.93,73.98,30.05,43.93,50.59,27.03,35.53,47.6
837,21.45,44.18,31.86,24.65,36.83,41.15,9.2,14.68,14.95,27.22,42.39,44.7,27,36.99,46.7
838,17.96,8.33,56.68,21.06,30.25,35.73,31.8,48.37,52.7,28.82,41.18,49,27.16,13.29,82.67
839,23.72,41.35,37.32,26.07,34.93,45.54,22.95,11.74,67.83,29.9,31.01,58.72,25.76,14.51,71.52
840,25.4,34.83,43.92,27.25,31.8,50.59,26.7,37.52,45.7,28.62,40.79,48.71,28.78,29.14,57.21
841,22.89,35.35,37.71,21.56,9.81,68.93,7.91,5.3,19.72,36.12,36.25,72.1,26.45,39.33,44.24
842,13.08,14.97,24.5,12.06,12.12,24.07,33.45,32.62,67.76,32.34,42.78,56.79,22.15,26.77,40.48
843,12.37,17.42,21.16,11.5,18.44,18.67,21.93,19.02,47.21,34.17,20.51,91.08,30.67,23.74,70.3
844,23.62,24.96,45.99,22.49,38.97,35.47,26.05,30.97,47.96,34.88,50.91,58.78,28.44,39.3,49.03
845,11.74,5.52,36.71,11.8,16.13,20.44,28.65,37,50.84,28.23,31.3,53.7,32.48,43.28,56.85
846,24.05,29.28,43.81,24.59,36.5,41.16,20.11,33.65,32.12,34.65,26.34,80.24,25.54,47.27,39.34
847,25.67,43.78,40.72,26.37,44.01,42.17,27.61,48.51,43.33,29.35,24.14,65.04,28.8,33.33,53.68
848,20.1,27.47,34.81,20.23,30.1,33.82,25.58,36.45,43.54,31.49,34.39,60.32,24,18.73,54.74
849,24.15,28.98,44.27,25.57,26.73,50.03,28.58,35.36,51.67,28.25,23.63,62.03,26.96,38.22,45.97
850,29.63,37.7,52.93,29.53,44.01,49.34,23.65,35.9,39.23,24.31,19.39,54.78,28.48,32.62,53.34
851,26.83,36.44,46.6,27.69,38.44,47.64,27.24,35.89,47.9,32.28,41.35,57.48,23.59,12.01,69.93
852,24.67,35.41,41.86,26.22,35.68,45.49,25.83,47.48,39.88,26.07,28.95,49.54,23.29,18.24,53.04
853,25.32,41.95,40.6,27.05,44.11,43.64,32.71,26.97,72.39,27.41,33.61,49.77,7.54,11.76,12.37
854,22.77,25.53,43.09,22.85,14.48,58.91,7.11,4.9,17.43,20.95,42.6,31.25,21.28,29.34,36.72
855,23.09,27.33,42.61,22.61,12.17,64.63,27.15,27.51,53.95,28.93,36.24,52.02,20.06,22.3,38.11
856,25.88,26.78,50.89,25.84,35.92,44.44,27.19,34.71,48.5,7.42,10.65,12.59,26.27,43.17,42.25
857,21.98,23.69,42.36,21.68,31.94,36.4,33.09,42.35,58.94,29.46,34.27,54.79,21.34,31.41,35.83
858,18.83,8.5,60.54,22.53,33.9,37.51,25.71,19.97,58.82,27.41,36.37,48.06,29.56,50.87,46.73
859,26.68,35.14,46.94,28.54,31.17,54.66,31.8,45.83,53.88,31.3,20.65,78.73,25.36,23.89,52.27
860,25.49,38.04,42.57,25,12.96,73.24,10.15,14.51,17.26,27.32,40.74,45.65,27.48,30.53,52.21
861,26.43,35.79,45.94,26.23,42.58,42.39,27.1,34.66,48.29,28.85,43.13,48.15,25.82,58.92,37.13
862,23.42,31.84,40.66,20.59,8.94,68,32.97,48.29,55.47,27.33,36.39,47.85,17.63,25.46,29.84
863,23.31,17.07,55.13,23.48,34.28,39.55,28.33,41.91,47.49,28.4,37.29,50.02,25.68,31.56,46.58
864,29.28,35.17,53.64,30.45,39.63,53.85,21.46,10.72,64.42,30.58,50.79,48.99,25.58,42.64,40.94
865,26.57,11.58,87.53,30.53,19.38,78.65,26.19,36.1,45.19,30.03,39.27,52.99,27.63,27.68,55.21
866,25.19,34.89,43.38,26.19,33.29,46.79,11.39,14.39,20.4,31.02,23.13,72.61,24.1,11.47,74.72
867,26.03,11.44,85.26,31.3,39.47,56.12,32.52,39.75,59.13,9.59,16.38,15.2,26.37,33.58,47.09
868,24.64,36.08,41.46,25.53,42.01,41.06,11.26,15.23,19.58,26.11,15.95,68.88,25.57,34.87,44.32
869,29.83,48.11,48.33,32.27,41.79,57.18,26.75,34.84,47.29,29.45,33.66,55.2,29.24,53.57,45.2
870,24.48,29.46,44.82,24.55,37.52,40.62,27.01,46.43,42.73,29.11,39.73,50.45,26.93,34,48.27
871,27.94,40.22,47.35,25.91,12.36,80.22,25.53,36.38,43.44,10.22,15.92,16.79,28.08,28.68,55.56
872,23.16,11.34,70.44,27.04,29.2,52.07,26.07,45.25,41.09,27.07,44.78,43.44,28.97,14.62,86.41
873,21.66,48.39,31.35,26.97,27.04,53.86,25.92,12.3,80.55,27.01,43.47,43.79,26.5,43.69,42.57
874,25.69,13.58,74.29,29.36,33.74,54.9,24.42,33.68,42.13,29.35,30.3,57.78,24.29,18.58,56.04
875,22.31,26.34,41.21,23.03,29.89,40.76,29.16,36.79,52.27,32.8,56.41,51.86,28.58,42.82,47.66
876,21.54,24.91,40.16,22.69,21.09,47.09,23.36,10.44,75.6,28.5,30.22,55.36,33.45,35.52,64.96
877,25.26,31.17,45.73,22.41,10.18,71.73,29.54,39.01,51.91,25.74,25.96,51.27,24.5,33,42.7
878,25.51,28.25,48.55,25.66,18.59,61.07,25.77,26.6,50.74,31.4,40.9,55.5,26.77,33.46,48.2
879,24.79,35.66,42.03,26.07,35.67,45.14,21.83,10.1,69.04,25.34,35.87,43.24,32.73,34.51,63.77
880,24.94,32.95,43.82,25.94,36.3,44.47,26.12,35.97,45.08,30.91,40.78,54.34,27.4,33.93,49.52
881,30.74,41.71,53.4,31.51,45.38,53.38,21.05,28.95,36.35,28.22,19.78,68.48,27.78,31.56,52.23
882,21.2,29.66,36.35,22.45,26.65,41.35,25.34,25.49,50.52,35.55,48.78,61.45,26.74,41.17,44.1
883,24.24,22.03,50.9,24.72,35.23,42.05,27.14,39.3,45.88,30.74,44.47,51.99,27.74,23.04,61.13
884,23.35,28.69,42.35,24.12,31.92,42.34,24.04,34.61,40.75,28.77,39.13,49.93,27,38.72,45.84
885,27.69,40.89,46.44,30.04,36.36,54.86,33.31,37.87,62.6,25.36,30.92,46.17,25.67,32.03,46.23
886,22.23,33.27,37.08,24.36,21.3,52.23,31.32,39.26,56.31,29.04,37.99,51.23,16.18,22.75,27.68
887,23.29,28.18,42.53,21.05,44.14,31.09,27.53,26.08,56.59,27.96,39.42,47.8,29.77,15.84,85.72
888,22.4,33.46,37.39,21.97,38.89,34.39,26.94,34.16,48.18,28.3,41.13,47.77,29.64,63.15,43.54
889,29.92,34.45,55.92,26.67,11.68,87.57,23.2,11.03,72.01,29.94,34.14,56.19,27.25,21.57,61.67
890,22.96,30.68,40.15,24.35,25.39,47.71,28.42,39.35,48.94,28.18,15.08,80.84,33.28,41.44,60.01
891,27.48,39.96,46.37,28.55,42.32,47.81,19.39,8.34,64.51,31.97,44.66,54.84,29.35,62.41,43.16
892,25.64,31.1,46.78,27.11,30.83,50.94,27.17,36.5,47.39,29.37,30.89,57.29,26,34.92,45.36
893,29.63,38.21,52.6,30.27,44.33,50.93,24.04,43.69,37.27,31.58,37.9,57.88,24.67,51.07,36.58
894,22.5,45.13,33.72,26.12,33.66,46.39,22.81,38.67,36.26,29.48,37.32,52.77,28.62,35.36,51.79
895,9.57,11.38,17.63,9.12,11.88,16.12,23.11,23.03,46.29,28.59,38.56,49.79,29.47,64.44,42.95
896,28.52,39.59,49.08,29.95,35.83,54.99,25.58,33.1,45.35,25.86,46.03,40.39,27.81,17.72,71.47
897,27.35,20.97,63.01,26.74,46.93,41.97,29.19,45.14,48.08,30.79,44.04,52.31,26.91,40.2,44.92
898,26.56,20.24,61.43,27.09,43.26,44.05,28.1,35.2,50.54,26.79,29.31,51.27,23.25,10.17,76.41
899,22.17,46,32.85,25.72,31.35,46.82,27.96,54.24,42.37,32.86,44.84,56.95,22.87,31.57,39.44
900,26.12,34.64,45.82,27.32,22.57,60.39,21.46,13.82,54.79,3.47,5.63,5.61,32.83,48.41,55.09
901,22.97,23.8,45.13,23.38,23.25,46.89,26.17,18.96,62.28,31.27,55.98,48.75,28.33,33.32,52.42
902,8.83,11.52,15.61,7.9,12.02,13.1,21.27,15.88,49.74,22.48,30.03,39.32,25.94,51.23,39.08
903,22.45,40.04,35.04,25.17,31.58,45.22,23.61,11.59,71.71,27.15,20.68,62.8,27.42,36.78,47.87
